Date,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2023-04-25 00:00:00+05:30,3164.3130106233807,-1,,3164.3130106233807
2023-04-26 00:00:00+05:30,3164.3130106233807,-1,,3164.3130106233807
2023-04-27 00:00:00+05:30,3164.3130106233807,-1,,3164.3130106233807
2023-04-28 00:00:00+05:30,3164.3130106233807,-1,,3164.3130106233807
2023-05-02 00:00:00+05:30,3077.2198262651373,1,3077.2198262651373,
2023-05-03 00:00:00+05:30,3077.2198262651373,1,3077.2198262651373,
2023-05-04 00:00:00+05:30,3077.2198262651373,1,3077.2198262651373,
2023-05-05 00:00:00+05:30,3084.837681760851,1,3084.837681760851,
2023-05-08 00:00:00+05:30,3106.2763621039726,1,3106.2763621039726,
2023-05-09 00:00:00+05:30,3131.740005402928,1,3131.740005402928,
2023-05-10 00:00:00+05:30,3146.4711408198373,1,3146.4711408198373,
2023-05-11 00:00:00+05:30,3152.3402512966213,1,3152.3402512966213,
2023-05-12 00:00:00+05:30,3152.3402512966213,1,3152.3402512966213,
2023-05-15 00:00:00+05:30,3152.3402512966213,1,3152.3402512966213,
2023-05-16 00:00:00+05:30,3152.3402512966213,1,3152.3402512966213,
2023-05-17 00:00:00+05:30,3152.3402512966213,1,3152.3402512966213,
2023-05-18 00:00:00+05:30,3243.8660237624986,-1,,3243.8660237624986
2023-05-19 00:00:00+05:30,3243.8660237624986,-1,,3243.8660237624986
2023-05-22 00:00:00+05:30,3243.8660237624986,-1,,3243.8660237624986
2023-05-23 00:00:00+05:30,3243.8660237624986,-1,,3243.8660237624986
2023-05-24 00:00:00+05:30,3147.867886799994,1,3147.867886799994,
2023-05-25 00:00:00+05:30,3147.867886799994,1,3147.867886799994,
2023-05-26 00:00:00+05:30,3167.5686579907924,1,3167.5686579907924,
2023-05-29 00:00:00+05:30,3190.384537541174,1,3190.384537541174,
2023-05-30 00:00:00+05:30,3190.384537541174,1,3190.384537541174,
2023-05-31 00:00:00+05:30,3190.384537541174,1,3190.384537541174,
2023-06-01 00:00:00+05:30,3190.384537541174,1,3190.384537541174,
2023-06-02 00:00:00+05:30,3190.384537541174,1,3190.384537541174,
2023-06-05 00:00:00+05:30,3190.384537541174,1,3190.384537541174,
2023-06-06 00:00:00+05:30,3295.6377658987394,-1,,3295.6377658987394
2023-06-07 00:00:00+05:30,3295.6377658987394,-1,,3295.6377658987394
2023-06-08 00:00:00+05:30,3289.8488668088066,-1,,3289.8488668088066
2023-06-09 00:00:00+05:30,3265.5641477643944,-1,,3265.5641477643944
2023-06-12 00:00:00+05:30,3265.5641477643944,-1,,3265.5641477643944
2023-06-13 00:00:00+05:30,3265.5641477643944,-1,,3265.5641477643944
2023-06-14 00:00:00+05:30,3265.5641477643944,-1,,3265.5641477643944
2023-06-15 00:00:00+05:30,3265.5641477643944,-1,,3265.5641477643944
2023-06-16 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-19 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-20 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-21 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-22 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-23 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-26 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-27 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-28 00:00:00+05:30,3233.4804575646076,-1,,3233.4804575646076
2023-06-30 00:00:00+05:30,3137.3182278663385,1,3137.3182278663385,
2023-07-03 00:00:00+05:30,3167.845787787179,1,3167.845787787179,
2023-07-04 00:00:00+05:30,3171.5157903839518,1,3171.5157903839518,
2023-07-05 00:00:00+05:30,3198.5828799141646,1,3198.5828799141646,
2023-07-06 00:00:00+05:30,3201.635634578184,1,3201.635634578184,
2023-07-07 00:00:00+05:30,3211.7958270085114,1,3211.7958270085114,
2023-07-10 00:00:00+05:30,3211.7958270085114,1,3211.7958270085114,
2023-07-11 00:00:00+05:30,3211.7958270085114,1,3211.7958270085114,
2023-07-12 00:00:00+05:30,3211.7958270085114,1,3211.7958270085114,
2023-07-13 00:00:00+05:30,3211.7958270085114,1,3211.7958270085114,
2023-07-14 00:00:00+05:30,3263.255814079192,1,3263.255814079192,
2023-07-17 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-18 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-19 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-20 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-21 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-24 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-25 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-26 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-27 00:00:00+05:30,3337.1942043828067,1,3337.1942043828067,
2023-07-28 00:00:00+05:30,3448.1769339244847,-1,,3448.1769339244847
2023-07-31 00:00:00+05:30,3448.1769339244847,-1,,3448.1769339244847
2023-08-01 00:00:00+05:30,3448.1769339244847,-1,,3448.1769339244847
2023-08-02 00:00:00+05:30,3448.1769339244847,-1,,3448.1769339244847
2023-08-03 00:00:00+05:30,3448.1769339244847,-1,,3448.1769339244847
2023-08-04 00:00:00+05:30,3448.1769339244847,-1,,3448.1769339244847
2023-08-07 00:00:00+05:30,3327.346584413542,1,3327.346584413542,
2023-08-08 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-09 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-10 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-11 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-14 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-16 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-17 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-18 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-21 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-22 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-23 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-24 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-25 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-28 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-29 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-30 00:00:00+05:30,3342.531113186494,1,3342.531113186494,
2023-08-31 00:00:00+05:30,3442.804587763536,-1,,3442.804587763536
2023-09-01 00:00:00+05:30,3432.003209687925,-1,,3432.003209687925
2023-09-04 00:00:00+05:30,3432.003209687925,-1,,3432.003209687925
2023-09-05 00:00:00+05:30,3432.003209687925,-1,,3432.003209687925
2023-09-06 00:00:00+05:30,3432.003209687925,-1,,3432.003209687925
2023-09-07 00:00:00+05:30,3432.003209687925,-1,,3432.003209687925
2023-09-08 00:00:00+05:30,3432.003209687925,-1,,3432.003209687925
2023-09-11 00:00:00+05:30,3357.0260304224034,1,3357.0260304224034,
2023-09-12 00:00:00+05:30,3408.5450455826017,1,3408.5450455826017,
2023-09-13 00:00:00+05:30,3441.0068000108245,1,3441.0068000108245,
2023-09-14 00:00:00+05:30,3445.248252010541,1,3445.248252010541,
2023-09-15 00:00:00+05:30,3459.378984698662,1,3459.378984698662,
2023-09-18 00:00:00+05:30,3473.4235933744217,1,3473.4235933744217,
2023-09-20 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-09-21 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-09-22 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-09-25 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-09-26 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-09-27 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-09-28 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-09-29 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-10-03 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-10-04 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-10-05 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-10-06 00:00:00+05:30,3479.8488836467736,1,3479.8488836467736,
2023-10-09 00:00:00+05:30,3503.925651770571,1,3503.925651770571,
2023-10-10 00:00:00+05:30,3503.925651770571,1,3503.925651770571,
2023-10-11 00:00:00+05:30,3503.925651770571,1,3503.925651770571,
2023-10-12 00:00:00+05:30,3503.925651770571,1,3503.925651770571,
2023-10-13 00:00:00+05:30,3503.925651770571,1,3503.925651770571,
2023-10-16 00:00:00+05:30,3637.7021644682545,-1,,3637.7021644682545
2023-10-17 00:00:00+05:30,3601.9018464135843,-1,,3601.9018464135843
2023-10-18 00:00:00+05:30,3582.1015804513204,-1,,3582.1015804513204
2023-10-19 00:00:00+05:30,3544.9558220102012,-1,,3544.9558220102012
2023-10-20 00:00:00+05:30,3544.9558220102012,-1,,3544.9558220102012
2023-10-23 00:00:00+05:30,3535.2366416523646,-1,,3535.2366416523646
2023-10-25 00:00:00+05:30,3494.1317386156966,-1,,3494.1317386156966
2023-10-26 00:00:00+05:30,3446.669923389277,-1,,3446.669923389277
2023-10-27 00:00:00+05:30,3435.7576341273298,-1,,3435.7576341273298
2023-10-30 00:00:00+05:30,3435.7576341273298,-1,,3435.7576341273298
2023-10-31 00:00:00+05:30,3435.7576341273298,-1,,3435.7576341273298
2023-11-01 00:00:00+05:30,3429.363376328509,-1,,3429.363376328509
2023-11-02 00:00:00+05:30,3429.363376328509,-1,,3429.363376328509
2023-11-03 00:00:00+05:30,3429.363376328509,-1,,3429.363376328509
2023-11-06 00:00:00+05:30,3429.363376328509,-1,,3429.363376328509
2023-11-07 00:00:00+05:30,3429.363376328509,-1,,3429.363376328509
2023-11-08 00:00:00+05:30,3429.363376328509,-1,,3429.363376328509
2023-11-09 00:00:00+05:30,3429.363376328509,-1,,3429.363376328509
2023-11-10 00:00:00+05:30,3404.6872849753013,-1,,3404.6872849753013
2023-11-13 00:00:00+05:30,3404.6872849753013,-1,,3404.6872849753013
2023-11-15 00:00:00+05:30,3404.6872849753013,-1,,3404.6872849753013
2023-11-16 00:00:00+05:30,3340.649817201178,1,3340.649817201178,
2023-11-17 00:00:00+05:30,3384.5884321853955,1,3384.5884321853955,
2023-11-20 00:00:00+05:30,3391.8836315302588,1,3391.8836315302588,
2023-11-21 00:00:00+05:30,3403.4052972311442,1,3403.4052972311442,
2023-11-22 00:00:00+05:30,3403.4052972311442,1,3403.4052972311442,
2023-11-23 00:00:00+05:30,3406.9240936519227,1,3406.9240936519227,
2023-11-24 00:00:00+05:30,3406.9240936519227,1,3406.9240936519227,
2023-11-28 00:00:00+05:30,3406.9240936519227,1,3406.9240936519227,
2023-11-29 00:00:00+05:30,3406.9240936519227,1,3406.9240936519227,
2023-11-30 00:00:00+05:30,3406.9240936519227,1,3406.9240936519227,
2023-12-01 00:00:00+05:30,3406.9240936519227,1,3406.9240936519227,
2023-12-04 00:00:00+05:30,3415.4448769484666,1,3415.4448769484666,
2023-12-05 00:00:00+05:30,3415.975323824322,1,3415.975323824322,
2023-12-06 00:00:00+05:30,3452.007655159287,1,3452.007655159287,
2023-12-07 00:00:00+05:30,3497.2511012917366,1,3497.2511012917366,
2023-12-08 00:00:00+05:30,3511.2674165771327,1,3511.2674165771327,
2023-12-11 00:00:00+05:30,3524.5362690739134,1,3524.5362690739134,
2023-12-12 00:00:00+05:30,3549.1694621863558,1,3549.1694621863558,
2023-12-13 00:00:00+05:30,3549.1694621863558,1,3549.1694621863558,
2023-12-14 00:00:00+05:30,3549.1694621863558,1,3549.1694621863558,
2023-12-15 00:00:00+05:30,3593.194823552671,1,3593.194823552671,
2023-12-18 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-19 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-20 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-21 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-22 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-26 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-27 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-28 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2023-12-29 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2024-01-01 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2024-01-02 00:00:00+05:30,3687.2632582133488,1,3687.2632582133488,
2024-01-03 00:00:00+05:30,3850.423810370432,-1,,3850.423810370432
2024-01-04 00:00:00+05:30,3805.7783121411776,-1,,3805.7783121411776
2024-01-05 00:00:00+05:30,3805.7783121411776,-1,,3805.7783121411776
2024-01-08 00:00:00+05:30,3805.7783121411776,-1,,3805.7783121411776
2024-01-09 00:00:00+05:30,3805.7783121411776,-1,,3805.7783121411776
2024-01-10 00:00:00+05:30,3805.7783121411776,-1,,3805.7783121411776
2024-01-11 00:00:00+05:30,3805.7783121411776,-1,,3805.7783121411776
2024-01-12 00:00:00+05:30,3683.746347739079,1,3683.746347739079,
2024-01-15 00:00:00+05:30,3744.782639951344,1,3744.782639951344,
2024-01-16 00:00:00+05:30,3744.782639951344,1,3744.782639951344,
2024-01-17 00:00:00+05:30,3744.782639951344,1,3744.782639951344,
2024-01-18 00:00:00+05:30,3744.782639951344,1,3744.782639951344,
2024-01-19 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-01-23 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-01-24 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-01-25 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-01-29 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-01-30 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-01-31 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-02-01 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-02-02 00:00:00+05:30,3788.836969047424,1,3788.836969047424,
2024-02-05 00:00:00+05:30,3837.939515715537,1,3837.939515715537,
2024-02-06 00:00:00+05:30,3887.3981074994776,1,3887.3981074994776,
2024-02-07 00:00:00+05:30,3934.8448099158472,1,3934.8448099158472,
2024-02-08 00:00:00+05:30,3946.741997366485,1,3946.741997366485,
2024-02-09 00:00:00+05:30,3967.918119673505,1,3967.918119673505,
2024-02-12 00:00:00+05:30,3967.918119673505,1,3967.918119673505,
2024-02-13 00:00:00+05:30,3967.918119673505,1,3967.918119673505,
2024-02-14 00:00:00+05:30,3967.918119673505,1,3967.918119673505,
2024-02-15 00:00:00+05:30,3967.918119673505,1,3967.918119673505,
2024-02-16 00:00:00+05:30,3968.886381336943,1,3968.886381336943,
