Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02 00:00:00+05:30,3141.705669157316,3147.341757771779,3116.8494411082957,3142.13916015625,709547,0.0,0.0
2023-01-03 00:00:00+05:30,3133.03492235291,3198.547337703463,3126.5800696470233,3190.2138671875,1245178,0.0,0.0
2023-01-04 00:00:00+05:30,3185.7341846544273,3205.6289070498115,3165.984116081598,3193.393310546875,1231668,0.0,0.0
2023-01-05 00:00:00+05:30,3208.3742855364562,3215.2146467997773,3161.889371252958,3189.97314453125,1826057,0.0,0.0
2023-01-06 00:00:00+05:30,3179.2789605450116,3180.772305280489,3082.9371738618297,3094.064697265625,2488376,0.0,0.0
2023-01-09 00:00:00+05:30,3110.876455039392,3205.2914109371504,3103.3135303046174,3198.499267578125,2885060,0.0,0.0
2023-01-10 00:00:00+05:30,3164.8278226866255,3177.352255470469,3111.936273706328,3166.176513671875,3864655,0.0,0.0
2023-01-11 00:00:00+05:30,3169.7411671378354,3226.9680934301623,3151.484210685318,3206.928955078125,2720512,0.0,0.0
2023-01-12 00:00:00+05:30,3207.217935012694,3227.4497093098603,3194.260012326157,3212.372314453125,2250391,0.0,0.0
2023-01-13 00:00:00+05:30,3220.6094900571075,3255.38896910229,3184.0960470207365,3251.101806640625,1742837,0.0,0.0
2023-01-16 00:00:00+05:30,3260.3905931407767,3295.7762010253314,3241.7640503185703,3277.149658203125,1843607,67.0,0.0
2023-01-17 00:00:00+05:30,3273.168546355863,3324.0845495161984,3264.3221448792256,3320.742431640625,1688475,0.0,0.0
2023-01-18 00:00:00+05:30,3322.3151963495575,3350.771072891539,3314.697461801715,3332.14453125,2421189,0.0,0.0
2023-01-19 00:00:00+05:30,3322.315348527361,3329.195883272832,3303.639611361083,3315.533203125,1585044,0.0,0.0
2023-01-20 00:00:00+05:30,3307.571579421598,3336.715464807872,3298.3320995281283,3305.7041015625,1529349,0.0,0.0
2023-01-23 00:00:00+05:30,3330.1790550515716,3360.649996818572,3298.3321022266387,3356.619873046875,1067916,0.0,0.0
2023-01-24 00:00:00+05:30,3366.5473441190584,3393.0373547882014,3358.9788039241616,3377.654541015625,1387863,0.0,0.0
2023-01-25 00:00:00+05:30,3366.842546159702,3376.376954192748,3346.888945859187,3371.216552734375,874110,0.0,0.0
2023-01-27 00:00:00+05:30,3367.530257426086,3387.188927930616,3324.576110368487,3352.83544921875,1785879,0.0,0.0
2023-01-30 00:00:00+05:30,3361.632614085521,3399.42635966136,3327.7706025612433,3375.049560546875,1953798,0.0,0.0
2023-01-31 00:00:00+05:30,3390.1378548814496,3390.1378548814496,3293.810365818422,3301.37890625,2820375,0.0,0.0
2023-02-01 00:00:00+05:30,3305.6055084157547,3360.6497868788183,3297.7420400638885,3350.181640625,2205161,0.0,0.0
2023-02-02 00:00:00+05:30,3368.513376160716,3409.7965864900852,3361.7312304533552,3401.34326171875,1813847,0.0,0.0
2023-02-03 00:00:00+05:30,3444.199239443388,3444.199239443388,3393.971237878565,3422.86962890625,1804469,0.0,0.0
2023-02-06 00:00:00+05:30,3413.8755537355046,3413.8755537355046,3378.195257948558,3400.90087890625,1138714,0.0,0.0
2023-02-07 00:00:00+05:30,3409.698037291329,3433.386831430798,3402.326035792408,3413.285888671875,1455647,0.0,0.0
2023-02-08 00:00:00+05:30,3418.692011141712,3479.4863059723443,3418.692011141712,3460.0244140625,1986946,0.0,0.0
2023-02-09 00:00:00+05:30,3455.011723865746,3487.055456327058,3445.4773156097704,3480.420654296875,1655427,0.0,0.0
2023-02-10 00:00:00+05:30,3459.9259824407573,3481.894642551822,3448.2781242659507,3477.176513671875,1187821,0.0,0.0
2023-02-13 00:00:00+05:30,3488.4312452896856,3488.4312452896856,3414.1213712939084,3422.9677734375,1087939,0.0,0.0
2023-02-14 00:00:00+05:30,3445.1820009332882,3464.693327370401,3435.352665695247,3440.36572265625,1579818,0.0,0.0
2023-02-15 00:00:00+05:30,3427.4893231077635,3465.8237319409163,3401.0974610368726,3460.56494140625,1429449,0.0,0.0
2023-02-16 00:00:00+05:30,3467.003065063156,3513.9873353317635,3466.8065263538824,3497.32666015625,1618931,0.0,0.0
2023-02-17 00:00:00+05:30,3465.9710438458706,3478.503446617421,3430.438091977315,3441.397705078125,1061369,0.0,0.0
2023-02-20 00:00:00+05:30,3442.2334998905417,3461.892172077238,3415.7434871137734,3427.784423828125,1296082,0.0,0.0
2023-02-21 00:00:00+05:30,3434.3696562137784,3449.0152694049416,3385.960181237096,3392.103515625,1139541,0.0,0.0
2023-02-22 00:00:00+05:30,3356.669016857365,3388.172086427452,3337.059539721845,3343.497802734375,1218430,0.0,0.0
2023-02-23 00:00:00+05:30,3362.6156477274963,3393.479664961699,3349.837511679423,3355.53857421875,1441570,0.0,0.0
2023-02-24 00:00:00+05:30,3364.0899920040165,3375.3445328794696,3324.5761122622034,3342.416259765625,977592,0.0,0.0
2023-02-27 00:00:00+05:30,3332.1447956798356,3332.1447956798356,3259.407711644347,3274.9873046875,1128022,0.0,0.0
2023-02-28 00:00:00+05:30,3271.6943375825404,3334.110618320558,3243.582341921954,3256.3115234375,4116217,0.0,0.0
2023-03-01 00:00:00+05:30,3266.2880850763427,3331.1616973589303,3258.4246169208777,3327.91796875,1669307,0.0,0.0
2023-03-02 00:00:00+05:30,3303.6397190109656,3312.387731768517,3261.3735756258206,3264.7646484375,1556538,0.0,0.0
2023-03-03 00:00:00+05:30,3296.7594319010427,3300.6911664650274,3274.2503475118447,3285.111572265625,1043190,0.0,0.0
2023-03-06 00:00:00+05:30,3304.5240629802365,3346.839398474264,3301.673651797996,3314.304443359375,1334132,0.0,0.0
2023-03-08 00:00:00+05:30,3306.5884918339193,3338.0423657158117,3274.004340349002,3332.537841796875,1844590,0.0,0.0
2023-03-09 00:00:00+05:30,3327.2300090914828,3327.2300090914828,3274.004254270951,3279.90185546875,1648500,0.0,0.0
2023-03-10 00:00:00+05:30,3256.3604183210978,3280.294945933589,3233.8513363162806,3274.151611328125,1024404,0.0,0.0
2023-03-13 00:00:00+05:30,3276.1175264919307,3312.2895291746727,3216.158579862465,3225.938720703125,1901233,0.0,0.0
2023-03-14 00:00:00+05:30,3224.0221529741384,3248.005636415192,3154.626946008929,3160.082275390625,2670334,0.0,0.0
2023-03-15 00:00:00+05:30,3194.5339065386097,3204.7073643536487,3137.5237629757667,3144.305908203125,1780522,0.0,0.0
2023-03-16 00:00:00+05:30,3153.2510277668757,3164.849692385013,3117.8654177295916,3130.6435546875,1901060,0.0,0.0
2023-03-17 00:00:00+05:30,3096.732478381695,3166.422378493417,3090.3434096276933,3125.041015625,6739966,0.0,0.0
2023-03-20 00:00:00+05:30,3115.5549377786724,3115.5549377786724,3042.2282458287787,3089.65478515625,2289468,0.0,0.0
2023-03-21 00:00:00+05:30,3089.654921996045,3102.8753295910124,3044.587324981103,3053.08984375,1815297,0.0,0.0
2023-03-22 00:00:00+05:30,3076.6312080401776,3089.8516163009017,3053.0899974981876,3077.368408203125,1123939,0.0,0.0
2023-03-23 00:00:00+05:30,3061.7396400089433,3092.6530923487285,3048.0769595593756,3071.3232421875,1372218,0.0,0.0
2023-03-24 00:00:00+05:30,3095.159357435828,3115.899351315895,3052.9916041599904,3067.244140625,1329577,0.0,0.0
2023-03-27 00:00:00+05:30,3081.49663564794,3098.9437059135703,3052.9915631012764,3069.013427734375,1524217,0.0,0.0
2023-03-28 00:00:00+05:30,3073.633315014363,3095.798515312836,3057.0707881459603,3062.72265625,1303530,0.0,0.0
2023-03-29 00:00:00+05:30,3075.5993751698497,3096.240981714614,3051.1244233992434,3085.330322265625,1740616,0.0,0.0
2023-03-31 00:00:00+05:30,3135.508781551188,3158.165447524652,3098.2065018978224,3151.1865234375,2382581,0.0,0.0
2023-04-03 00:00:00+05:30,3169.9115959604273,3169.9115959604273,3119.585444736481,3145.387451171875,1521830,0.0,0.0
2023-04-05 00:00:00+05:30,3131.134958716965,3208.6393684704512,3131.134958716965,3184.50830078125,2655065,0.0,0.0
2023-04-06 00:00:00+05:30,3169.960793245172,3201.758790525161,3160.131457452164,3165.734130859375,1703464,0.0,0.0
2023-04-10 00:00:00+05:30,3165.046101238538,3216.158646972825,3160.131433379472,3207.705322265625,2203187,0.0,0.0
2023-04-11 00:00:00+05:30,3208.295120720009,3217.092328034779,3137.67124886529,3158.951904296875,2348779,0.0,0.0
2023-04-12 00:00:00+05:30,3172.860274503703,3205.297081344717,3144.4043964970697,3186.326416015625,2417727,0.0,0.0
2023-04-13 00:00:00+05:30,3155.2166828847767,3174.8753538061774,3125.728676502676,3134.427734375,4174070,0.0,0.0
2023-04-17 00:00:00+05:30,3080.611932902261,3109.411692048281,3017.851533863343,3085.919677734375,5505048,0.0,0.0
2023-04-18 00:00:00+05:30,3101.106280813314,3102.9739986181467,3057.513320094755,3077.3193359375,2617302,0.0,0.0
2023-04-19 00:00:00+05:30,3077.319201490446,3086.4113367978925,3019.0803888454543,3036.87158203125,3298034,0.0,0.0
2023-04-20 00:00:00+05:30,3037.264790743856,3059.8722632963186,3025.469587673006,3051.812255859375,2419999,0.0,0.0
2023-04-21 00:00:00+05:30,3056.9234922307696,3110.444178689973,3047.8805511167243,3106.90576171875,1929184,0.0,0.0
